datetime,portfolio_value,cash,return
2024-01-22 13:27:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:28:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:29:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:30:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:31:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:32:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:33:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:34:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:35:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:36:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:37:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:38:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:39:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:40:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:41:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:42:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:43:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:44:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:45:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:46:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:47:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:48:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:49:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:50:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:51:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:52:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:53:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:54:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:55:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:56:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:57:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:58:00-05:00,100000.0,100000.0,0.0
2024-01-22 13:59:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:00:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:01:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:02:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:03:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:04:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:05:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:06:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:07:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:08:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:09:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:10:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:11:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:12:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:13:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:14:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:15:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:16:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:17:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:18:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:19:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:20:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:21:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:22:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:23:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:24:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:25:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:26:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:27:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:28:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:29:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:30:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:31:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:32:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:33:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:34:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:35:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:36:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:37:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:38:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:39:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:40:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:41:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:42:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:43:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:44:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:45:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:46:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:47:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:48:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:49:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:50:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:51:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:52:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:53:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:54:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:55:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:56:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:57:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:58:00-05:00,100000.0,100000.0,0.0
2024-01-22 14:59:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:00:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:01:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:02:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:03:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:04:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:05:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:06:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:07:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:08:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:09:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:10:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:11:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:12:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:13:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:14:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:15:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:16:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:17:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:18:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:19:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:20:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:21:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:22:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:23:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:24:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:25:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:26:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:27:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:28:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:29:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:30:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:31:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:32:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:33:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:34:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:35:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:36:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:37:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:38:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:39:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:40:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:41:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:42:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:43:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:44:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:45:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:46:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:47:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:48:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:49:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:50:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:51:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:52:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:53:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:54:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:55:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:56:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:57:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:58:00-05:00,100000.0,100000.0,0.0
2024-01-22 15:59:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:31:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:32:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:33:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:34:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:35:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:36:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:37:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:38:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:39:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:40:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:41:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:42:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:43:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:44:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:45:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:46:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:47:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:48:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:49:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:50:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:51:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:52:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:53:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:54:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:55:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:56:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:57:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:58:00-05:00,100000.0,100000.0,0.0
2024-01-23 09:59:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:00:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:01:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:02:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:03:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:04:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:05:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:06:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:07:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:08:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:09:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:10:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:11:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:12:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:13:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:14:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:15:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:16:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:17:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:18:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:19:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:20:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:21:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:22:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:23:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:24:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:25:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:26:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:27:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:28:00-05:00,100000.0,100000.0,0.0
2024-01-23 10:29:00-05:00,100000.0,100000.0,0.0
